Date,Open,High,Low,Close,Adj Close,Volume
9/16/21,3459.959961,3492.550049,3446.139893,3488.23999,3488.23999,2583600
9/17/21,3488.409912,3497.409912,3452.129883,3462.52002,3462.52002,4616600
9/20/21,3396,3419,3305.01001,3355.72998,3355.72998,4669100
9/21/21,3375,3379.699951,3332.389893,3343.629883,3343.629883,2780900
9/22/21,3351,3389,3341.050049,3380.050049,3380.050049,2411400
9/23/21,3380.050049,3428.959961,3380.050049,3416,3416,2379400
9/24/21,3402.01001,3429.26001,3393.399902,3425.52002,3425.52002,2116200
9/27/21,3371.5,3415.570068,3339.610107,3405.800049,3405.800049,3634500
9/28/21,3357.709961,3369.189941,3290.100098,3315.959961,3315.959961,4430800
9/29/21,3322.110107,3351.300049,3297.870117,3301.120117,3301.120117,2562300
9/30/21,3316,3327.850098,3273.98999,3285.040039,3285.040039,2842400
10/1/21,3289.01001,3309.169922,3255.939941,3283.26001,3283.26001,2835600
10/4/21,3279.389893,3279.98999,3176.25,3189.780029,3189.780029,4523100
10/5/21,3204.5,3260.72998,3202.459961,3221,3221,3269200
10/6/21,3213.530029,3264.340088,3198.620117,3262.01001,3262.01001,2533000
10/7/21,3291.540039,3325.75,3283.060059,3302.429932,3302.429932,2409100
10/8/21,3317,3321.429932,3288.199951,3288.620117,3288.620117,1995500
10/11/21,3275,3292.590088,3238.100098,3246.300049,3246.300049,2034200
10/12/21,3257,3267.530029,3236.280029,3247.330078,3247.330078,1819600
10/13/21,3269.709961,3288.379883,3261.090088,3284.280029,3284.280029,2420100
10/14/21,3302.449951,3312.600098,3290.780029,3299.860107,3299.860107,2109500
10/15/21,3311.419922,3410.419922,3304,3409.02002,3409.02002,5175100
10/18/21,3388.360107,3449.169922,3385.100098,3446.73999,3446.73999,3174100
10/19/21,3434.290039,3454.689941,3422,3444.149902,3444.149902,2386100
10/20/21,3452.659912,3462.860107,3400.370117,3415.060059,3415.060059,2139800
10/21/21,3414.25,3440.280029,3403,3435.01001,3435.01001,1881400
10/22/21,3421,3429.840088,3331.300049,3335.550049,3335.550049,3139100
10/25/21,3335,3347.800049,3297.699951,3320.370117,3320.370117,2226000
10/26/21,3349.51001,3416.120117,3343.97998,3376.070068,3376.070068,2698300
10/27/21,3388,3437,3371.449951,3392.48999,3392.48999,2702200
10/28/21,3402.100098,3479,3386,3446.570068,3446.570068,5708700
10/29/21,3300.02002,3374.820068,3273.320068,3372.429932,3372.429932,6469500
11/1/21,3361.800049,3375.860107,3292.02002,3318.110107,3318.110107,3608900
11/2/21,3315.01001,3331.120117,3283.550049,3312.75,3312.75,2627600
11/3/21,3309,3394.919922,3297.52002,3384,3384,3397200
11/4/21,3370,3498.629883,3365,3477,3477,5353000
11/5/21,3477,3566.25,3476.97998,3518.98999,3518.98999,4993500
11/8/21,3523.23999,3579,3487.860107,3488.97998,3488.97998,3074000
11/9/21,3515.25,3593.77002,3501.429932,3576.22998,3576.22998,4294900
11/10/21,3563.870117,3605.449951,3463.090088,3482.050049,3482.050049,4027400
11/11/21,3513,3543.23999,3467.469971,3472.5,3472.5,2264400
11/12/21,3485,3540.72998,3447.050049,3525.149902,3525.149902,2688500
11/15/21,3537,3593.879883,3525.810059,3545.679932,3545.679932,2929700
11/16/21,3539,3576.5,3525.149902,3540.699951,3540.699951,2217100
11/17/21,3564.719971,3587.25,3545.350098,3549,3549,2560300
11/18/21,3566.350098,3704.199951,3561,3696.060059,3696.060059,5703500
11/19/21,3712.689941,3762.149902,3675.719971,3676.570068,3676.570068,4936700
11/22/21,3676.379883,3713.459961,3567.5,3572.570068,3572.570068,4842200
11/23/21,3585.040039,3621.050049,3527.709961,3580.040039,3580.040039,3690200
11/24/21,3562.669922,3613.639893,3536.850098,3580.409912,3580.409912,2328000
11/26/21,3602.100098,3633.5,3504.149902,3504.560059,3504.560059,2991300
11/29/21,3547.639893,3596,3531.5,3561.570068,3561.570068,3265600
11/30/21,3563.5,3585.77002,3492.01001,3507.070068,3507.070068,4001100
12/1/21,3545,3559.879883,3441.600098,3443.719971,3443.719971,3745800
12/2/21,3460,3492.699951,3423.75,3437.360107,3437.360107,3236300
12/3/21,3455,3469.870117,3338.600098,3389.790039,3389.790039,4032600
12/6/21,3393,3473.909912,3338.689941,3427.370117,3427.370117,3443000
12/7/21,3492,3549.98999,3466.689941,3523.290039,3523.290039,3320500
12/8/21,3523.01001,3543.600098,3495.01001,3523.159912,3523.159912,2262700
12/9/21,3515,3539.389893,3482.790039,3483.419922,3483.419922,2303100
12/10/21,3508.340088,3518.540039,3410,3444.23999,3444.23999,3031400
12/13/21,3440,3442,3382.600098,3391.350098,3391.350098,3108500
12/14/21,3351,3389.97998,3328.800049,3381.830078,3381.830078,2798800